soc_code,raw_aei_score,mean_importance,std_importance,high_importance_count,mean_level,weighted_exposure_index,aei_score,risk_band,aioe_title,aioe_target,occupation_title,description
21-1022,0.6117533000735508,0.3192307692307692,0.2624640677841979,10,0.3261538461538462,0.6117533000735508,0.7405078507826264,Red,Medical and Public Health Social Workers,0.9339648,Healthcare Social Workers,"Provide individuals, families, and groups with the psychosocial support needed to cope with chronic, acute, or terminal illnesses. Services include advising family caregivers. Provide patients with information and counseling, and make referrals for other services. May also provide case and care management or interventions designed to promote health, prevent disease, and address barriers to access to healthcare."
21-1023,0.6241314309210089,0.338125,0.2902335414428032,13,0.3329166666666667,0.6241314309210089,0.8018893018063705,Red,Mental Health and Substance Abuse Social Workers,1.119216,Mental Health and Substance Abuse Social Workers,"Assess and treat individuals with mental, emotional, or substance abuse problems, including abuse of alcohol, tobacco, and/or other drugs. Activities may include individual and group therapy, crisis intervention, case management, client advocacy, prevention, and education."
21-1091,0.5966903453491982,0.3159615384615384,0.2531856608970208,10,0.31375,0.5966903453491982,0.665812726851569,Red,Health Educators,0.691658,Health Education Specialists,"Provide and manage health education programs that help individuals, families, and their communities maximize and maintain healthy lifestyles. Use data to identify community needs prior to planning, implementing, monitoring, and evaluating programs designed to encourage healthy lifestyles, policies, and environments. May link health systems, health providers, insurers, and patients to address individual and population health needs. May serve as resource to assist individuals, other health professionals, or the community, and may administer fiscal resources for health education programs."
21-1092,0.5685708814983899,0.3507211538461539,0.208148547386319,9,0.3480128205128205,0.5685708814983899,0.52637216717072,Yellow,Probation Officers and Correctional Treatment Specialists,0.5272448,Probation Officers and Correctional Treatment Specialists,"Provide social services to assist in rehabilitation of law offenders in custody or on probation or parole. Make recommendations for actions involving formulation of rehabilitation plan and treatment of offender, including conditional release and education and employment stipulations."
21-1093,0.5943070667012325,0.3319230769230769,0.226537565265943,8,0.3338461538461538,0.5943070667012325,0.6539943753242797,Yellow,Social and Human Service Assistants,0.4652255,Social and Human Service Assistants,"Assist other social and human service providers in providing client services in a wide variety of fields, such as psychology, rehabilitation, or social work, including support for families. May assist clients in identifying and obtaining available benefits and social and community services. May assist social workers with developing, organizing, and conducting programs to prevent and resolve problems relevant to substance abuse, human relationships, rehabilitation, or dependent care."
21-1094,0.5618156329657318,0.3869711538461538,0.1953982462607579,10,0.3926602564102564,0.5618156329657318,0.4928738173737697,Yellow,Community Health Workers,0.0371229,Community Health Workers,"Promote health within a community by assisting individuals to adopt healthy behaviors. Serve as an advocate for the health needs of individuals by assisting community residents in effectively communicating with healthcare providers or social service agencies. Act as liaison or advocate and implement programs that promote, maintain, and improve individual and overall community health. May deliver health-related preventive services such as blood pressure, glaucoma, and hearing screenings. May collect data to help identify community health needs."
21-2011,0.6511476465199896,0.3090384615384615,0.3196805060410859,12,0.2977564102564102,0.6511476465199896,0.9358590049119316,Red,Clergy,1.282559,Clergy,Conduct religious worship and perform other spiritual functions associated with beliefs and practices of religious faith or denomination. Provide spiritual and moral guidance and assistance to members.
21-2021,0.634484887852244,0.2962980769230769,0.2699207810366681,8,0.2855448717948717,0.634484887852244,0.8532306729215062,Red,"Directors, Religious Activities and Education",1.210922,"Directors, Religious Activities and Education","Coordinate or design programs and conduct outreach to promote the religious education or activities of a denominational group. May provide counseling, guidance, and leadership relative to marital, health, financial, and religious problems."
23-1011,0.6522008046399895,0.3232211538461538,0.3287417845609066,14,0.3150961538461538,0.6522008046399895,0.9410814714022024,Red,Lawyers,1.328783,Lawyers,"Represent clients in criminal and civil litigation and other legal proceedings, draw up legal documents, or manage or advise clients on legal transactions. May specialize in a single area or may practice broadly in many areas of law."
23-1012,0.6469413590005265,0.2922115384615384,0.294995701965264,12,0.2910576923076923,0.6469413590005265,0.915000602738818,Red,Judicial Law Clerks,1.462973,Judicial Law Clerks,Assist judges in court or by conducting research or preparing legal documents.
23-1021,0.6490958338387977,0.2944230769230769,0.2943577319503844,11,0.3013141025641025,0.6490958338387977,0.9256843475947212,Red,"Administrative Law Judges, Adjudicators, and Hearing Officers",1.374714,"Administrative Law Judges, Adjudicators, and Hearing Officers","Conduct hearings to recommend or make decisions on claims concerning government programs or other government-related matters. Determine liability, sanctions, or penalties, or recommend the acceptance or rejection of claims or settlements."
23-1022,0.6533182143254541,0.2734134615384615,0.2923657010467663,9,0.2740384615384615,0.6533182143254541,0.946622552582152,Red,"Arbitrators, Mediators, and Conciliators",1.431593,"Arbitrators, Mediators, and Conciliators",Facilitate negotiation and conflict resolution through dialogue. Resolve conflicts outside of the court system by mutual consent of parties involved.
23-1023,0.6640822646602345,0.2937980769230769,0.318467720216286,11,0.2983653846153846,0.6640822646602345,1.0,Red,"Judges, Magistrate Judges, and Magistrates",1.496494,"Judges, Magistrate Judges, and Magistrates","Arbitrate, advise, adjudicate, or administer justice in a court of law. May sentence defendant in criminal cases according to government statutes or sentencing guidelines. May determine liability of defendant in civil cases. May perform wedding ceremonies."
23-2011,0.6353253604321359,0.269375,0.2591595934032564,8,0.2656730769230769,0.6353253604321359,0.8573984610258008,Red,Paralegals and Legal Assistants,1.292055,Paralegals and Legal Assistants,"Assist lawyers by investigating facts, preparing legal documents, or researching legal precedent. Conduct research to support a legal proceeding, to formulate a defense, or to initiate legal action."
23-2093,0.6369272505437258,0.2535576923076923,0.245457429196004,7,0.2448397435897435,0.6369272505437258,0.8653420141067705,Red,"Title Examiners, Abstractors, and Searchers",1.279954,"Title Examiners, Abstractors, and Searchers","Search real estate records, examine titles, or summarize pertinent legal or insurance documents or details for a variety of purposes. May compile lists of mortgages, contracts, and other instruments pertaining to titles by searching public and private records for law firms, real estate agencies, or title insurance companies."
25-1011,0.6508597990823501,0.2823076923076923,0.2923362815462624,8,0.2928205128205128,0.6508597990823501,0.9344316089978384,Red,"Business Teachers, Postsecondary",1.349314,"Business Teachers, Postsecondary","Teach courses in business administration and management, such as accounting, finance, human resources, labor and industrial relations, marketing, and operations research. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1021,0.6428017356925847,0.2975,0.2860982451577655,11,0.3065705128205128,0.6428017356925847,0.8944727792358566,Red,"Computer Science Teachers, Postsecondary",1.277778,"Computer Science Teachers, Postsecondary","Teach courses in computer science. May specialize in a field of computer science, such as the design and function of computers or operations and research analysis. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1022,0.651179862096646,0.2866346153846154,0.2979031642142608,11,0.2888461538461538,0.651179862096646,0.9360187575325098,Red,"Mathematical Science Teachers, Postsecondary",1.338676,"Mathematical Science Teachers, Postsecondary","Teach courses pertaining to mathematical concepts, statistics, and actuarial science and to the application of original and standardized mathematical techniques in solving specific problems and situations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1031,0.6408538806975737,0.3173076923076923,0.2946441215619968,13,0.3312179487179487,0.6408538806975737,0.8848136338082431,Red,"Architecture Teachers, Postsecondary",1.222022,"Architecture Teachers, Postsecondary","Teach courses in architecture and architectural design, such as architectural environmental design, interior architecture/design, and landscape architecture. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1032,0.6482681930621008,0.3173076923076923,0.3024588151164203,12,0.3336538461538462,0.6482681930621008,0.921580190640321,Red,"Engineering Teachers, Postsecondary",1.351133,"Engineering Teachers, Postsecondary","Teach courses pertaining to the application of physical laws and principles of engineering for the development of machines, materials, instruments, processes, and services. Includes teachers of subjects such as chemical, civil, electrical, industrial, mechanical, mineral, and petroleum engineering. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1041,0.5909191511075099,0.3454326923076923,0.2487408098380397,9,0.3445192307692307,0.5909191511075099,0.637194167146535,Yellow,"Agricultural Sciences Teachers, Postsecondary",0.7546685,"Agricultural Sciences Teachers, Postsecondary","Teach courses in the agricultural sciences. Includes teachers of agronomy, dairy sciences, fisheries management, horticultural sciences, poultry sciences, range management, and agricultural soil conservation. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1042,0.6385782052828248,0.2979326923076923,0.289932683682125,10,0.3152243589743589,0.6385782052828248,0.8735288719376713,Red,"Biological Science Teachers, Postsecondary",1.227677,"Biological Science Teachers, Postsecondary",Teach courses in biological sciences. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1043,0.6119889675396653,0.3334615384615385,0.2510015007797069,10,0.3354487179487179,0.6119889675396653,0.7416764933836347,Red,"Forestry and Conservation Science Teachers, Postsecondary",1.260278,"Forestry and Conservation Science Teachers, Postsecondary",Teach courses in forestry and conservation science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1051,0.6442428485753183,0.2925961538461538,0.2942129587271034,10,0.3152243589743589,0.6442428485753183,0.9016190601179468,Red,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.306156,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Teach courses in the physical sciences, except chemistry and physics. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research."
25-1052,0.6469582193549974,0.2963942307692307,0.2890600951247237,10,0.3213782051282051,0.6469582193549974,0.915084210921261,Red,"Chemistry Teachers, Postsecondary",1.333947,"Chemistry Teachers, Postsecondary","Teach courses pertaining to the chemical and physical properties and compositional changes of substances. Work may include providing instruction in the methods of qualitative and quantitative chemical analysis. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research."
25-1053,0.6505225913557351,0.2804807692307692,0.2872213220814572,9,0.2883333333333333,0.6505225913557351,0.9327594421892044,Red,"Environmental Science Teachers, Postsecondary",1.347519,"Environmental Science Teachers, Postsecondary",Teach courses in environmental science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1054,0.6236981702525413,0.3167788461538461,0.2782857787271563,11,0.3297435897435897,0.6236981702525413,0.7997408216497304,Red,"Physics Teachers, Postsecondary",1.044191,"Physics Teachers, Postsecondary",Teach courses pertaining to the laws of matter and energy. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1061,0.640519744843055,0.3165384615384615,0.3140013557819152,12,0.3129487179487179,0.640519744843055,0.8831566999914845,Red,"Anthropology and Archeology Teachers, Postsecondary",1.321694,"Anthropology and Archeology Teachers, Postsecondary",Teach courses in anthropology or archeology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1062,0.6521984166550072,0.2648076923076923,0.2776824811395653,9,0.2759935897435897,0.6521984166550072,0.9410696297126094,Red,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1.308699,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Teach courses pertaining to the culture and development of an area, an ethnic group, or any other group, such as Latin American studies, women's studies, or urban affairs. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1063,0.6501883821855444,0.2890384615384615,0.2850718665177952,9,0.3060897435897435,0.6501883821855444,0.9311021448100966,Red,"Economics Teachers, Postsecondary",1.319012,"Economics Teachers, Postsecondary",Teach courses in economics. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1064,0.6510075085558794,0.2685096153846154,0.2780985241266444,9,0.2861217948717949,0.6510075085558794,0.9351640799926044,Red,"Geography Teachers, Postsecondary",1.318899,"Geography Teachers, Postsecondary",Teach courses in geography. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1065,0.6540847581111928,0.2528365384615385,0.2725645403180009,7,0.2643910256410256,0.6540847581111928,0.9504237379486437,Red,"Political Science Teachers, Postsecondary",1.368397,"Political Science Teachers, Postsecondary","Teach courses in political science, international affairs, and international relations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1066,0.6497515964098438,0.2714903846153846,0.2853099705890004,8,0.2828205128205128,0.6497515964098438,0.9289361841307796,Red,"Psychology Teachers, Postsecondary",1.33366,"Psychology Teachers, Postsecondary","Teach courses in psychology, such as child, clinical, and developmental psychology, and psychological counseling. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1067,0.6502375350396842,0.2546634615384615,0.2809839281070173,8,0.2703205128205128,0.6502375350396842,0.9313458870637726,Red,"Sociology Teachers, Postsecondary",1.349229,"Sociology Teachers, Postsecondary",Teach courses in sociology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1071,0.6039719495654604,0.3183653846153846,0.253560858521892,8,0.3344551282051282,0.6039719495654604,0.7019212022007834,Red,"Health Specialties Teachers, Postsecondary",0.924754,"Health Specialties Teachers, Postsecondary","Teach courses in health specialties, in fields such as dentistry, laboratory technology, medicine, pharmacy, public health, therapy, and veterinary medicine."
25-1072,0.581722855358586,0.3671153846153846,0.2455782415032919,11,0.3862820512820513,0.581722855358586,0.5915909994252665,Yellow,"Nursing Instructors and Teachers, Postsecondary",0.5170682,"Nursing Instructors and Teachers, Postsecondary",Demonstrate and teach patient care in classroom and clinical units to nursing students. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1081,0.6359340550759742,0.2835576923076923,0.2865473757812469,10,0.2883653846153846,0.6359340550759742,0.8604168941745219,Red,"Education Teachers, Postsecondary",1.192988,"Education Teachers, Postsecondary","Teach courses pertaining to education, such as counseling, curriculum, guidance, instruction, teacher education, and teaching English as a second language. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1082,0.6491784333233979,0.2778365384615384,0.2850051723155324,9,0.2849679487179487,0.6491784333233979,0.9260939470957328,Red,"Library Science Teachers, Postsecondary",1.386292,"Library Science Teachers, Postsecondary",Teach courses in library science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1111,0.6540345023919736,0.2559134615384615,0.2758369744648103,9,0.2683974358974359,0.6540345023919736,0.9501745267384912,Red,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1.389999,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Teach courses in criminal justice, corrections, and law enforcement administration. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1112,0.6506051494813007,0.2654807692307692,0.2901090221295527,9,0.2888782051282051,0.6506051494813007,0.9331688365964428,Red,"Law Teachers, Postsecondary",1.35645,"Law Teachers, Postsecondary",Teach courses in law. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1113,0.6496360462664379,0.2740384615384615,0.2935128491384175,10,0.2848717948717948,0.6496360462664379,0.9283631868377582,Red,"Social Work Teachers, Postsecondary",1.347327,"Social Work Teachers, Postsecondary",Teach courses in social work. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1121,0.5995421278540338,0.3278846153846154,0.2577948457664946,11,0.3412820512820512,0.5995421278540338,0.6799543246669522,Red,"Art, Drama, and Music Teachers, Postsecondary",0.7582769,"Art, Drama, and Music Teachers, Postsecondary","Teach courses in drama, music, and the arts including fine and applied art, such as painting and sculpture, or design and crafts. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1122,0.6513210658426279,0.2666826923076923,0.2774431231033043,8,0.2774999999999999,0.6513210658426279,0.936718967517779,Red,"Communications Teachers, Postsecondary",1.347435,"Communications Teachers, Postsecondary","Teach courses in communications, such as organizational communications, public relations, radio/television broadcasting, and journalism. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1123,0.6587897289528004,0.2650961538461538,0.3004873335632899,8,0.2753846153846154,0.6587897289528004,0.9737550422336994,Red,"English Language and Literature Teachers, Postsecondary",1.417833,"English Language and Literature Teachers, Postsecondary","Teach courses in English language and literature, including linguistics and comparative literature. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1124,0.6538175025043481,0.2596153846153846,0.2831209056386566,7,0.2741666666666666,0.6538175025043481,0.9490984540956514,Red,"Foreign Language and Literature Teachers, Postsecondary",1.33412,"Foreign Language and Literature Teachers, Postsecondary",Teach languages and literature courses in languages other than English. Includes teachers of American Sign Language (ASL). Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1125,0.6586655264493619,0.2589903846153846,0.2895255837248613,8,0.2648076923076923,0.6586655264493619,0.9731391390754772,Red,"History Teachers, Postsecondary",1.43749,"History Teachers, Postsecondary",Teach courses in human history and historiography. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1126,0.6530573407523352,0.2552884615384615,0.2785975265953338,8,0.2702884615384615,0.6530573407523352,0.945328916357982,Red,"Philosophy and Religion Teachers, Postsecondary",1.363522,"Philosophy and Religion Teachers, Postsecondary","Teach courses in philosophy, religion, and theology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1192,0.6408479835980423,0.2721153846153846,0.2699579599693803,7,0.2848717948717948,0.6408479835980423,0.8847843909014967,Red,"Home Economics Teachers, Postsecondary",1.211652,"Family and Consumer Sciences Teachers, Postsecondary","Teach courses in childcare, family relations, finance, nutrition, and related subjects pertaining to home management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1193,0.6258361651241376,0.2889903846153846,0.2607762073078916,8,0.2981730769230769,0.6258361651241376,0.8103428446140344,Red,"Recreation and Fitness Studies Teachers, Postsecondary",1.16489,"Recreation and Fitness Studies Teachers, Postsecondary","Teach courses pertaining to recreation, leisure, and fitness studies, including exercise physiology and facilities management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1194,0.5617759151151444,0.3731730769230769,0.1929029494030252,8,0.363301282051282,0.5617759151151444,0.492676862007031,Yellow,"Vocational Education Teachers, Postsecondary",0.1622185,"Career/Technical Education Teachers, Postsecondary","Teach vocational courses intended to provide occupational training below the baccalaureate level in subjects such as construction, mechanics/repair, manufacturing, transportation, or cosmetology, primarily to students who have graduated from or left high school. Teaching takes place in public or private schools whose primary business is academic or vocational education."
25-2011,0.5642545705621269,0.3544230769230769,0.2257398594907332,9,0.3304807692307692,0.5642545705621269,0.5049681739828565,Yellow,"Preschool Teachers, Except Special Education",0.0306372,"Preschool Teachers, Except Special Education","Instruct preschool-aged students, following curricula or lesson plans, in activities designed to promote social, physical, and intellectual growth."
25-2012,0.5769360696030791,0.3504326923076923,0.2428677326795865,8,0.3361538461538461,0.5769360696030791,0.567853986217562,Yellow,"Kindergarten Teachers, Except Special Education",0.3644047,"Kindergarten Teachers, Except Special Education",Teach academic and social skills to kindergarten students.
25-2021,0.6022041560985633,0.3606730769230769,0.2779115546394421,13,0.3226282051282051,0.6022041560985633,0.6931549571638176,Red,"Elementary School Teachers, Except Special Education",0.8869491,"Elementary School Teachers, Except Special Education",Teach academic and social skills to students at the elementary school level.
25-2022,0.6391365712421844,0.3061057692307692,0.2795761907542406,10,0.2996794871794871,0.6391365712421844,0.8762977320515383,Red,"Middle School Teachers, Except Special and Vocational Education",1.286445,"Middle School Teachers, Except Special and Career/Technical Education","Teach one or more subjects to students at the middle, intermediate, or junior high school level."
25-2023,0.5830937196672448,0.3732692307692308,0.2364398622196678,10,0.3597435897435898,0.5830937196672448,0.5983889272755295,Yellow,"Vocational Education Teachers, Middle School",0.5199191,"Career/Technical Education Teachers, Middle School","Teach occupational, vocational, career, or technical subjects to students at the middle, intermediate, or junior high school level."
25-2031,0.6364924560933721,0.3165865384615384,0.2887434868317947,12,0.3088461538461538,0.6364924560933721,0.8631859281363867,Red,"Secondary School Teachers, Except Special and Vocational Education",1.191325,"Secondary School Teachers, Except Special and Career/Technical Education",Teach one or more subjects to students at the secondary school level.
25-2032,0.5746660396559511,0.4243269230769231,0.227945381414044,13,0.4051602564102564,0.5746660396559511,0.5565972194456481,Yellow,"Vocational Education Teachers, Secondary School",0.3734505,"Career/Technical Education Teachers, Secondary School","Teach occupational, vocational, career, or technical subjects to students at the secondary school level."
25-2051,0.5752534563958571,0.3504326923076923,0.23366418481059,9,0.3582051282051282,0.5752534563958571,0.5595101383907951,Yellow,"Special Education Teachers, Preschool",0.3750564,"Special Education Teachers, Preschool","Teach academic, social, and life skills to preschool-aged students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities."
25-2059,0.533727546662299,0.4129326923076923,0.2209575424757504,9,0.4207051282051282,0.533727546662299,0.3535888546413789,Yellow,"Special Education Teachers, All Other",-0.6632917,"Special Education Teachers, All Other",All special education teachers not listed separately.
25-3011,0.6510564683135577,0.2788942307692307,0.2825676274517489,9,0.2739743589743589,0.6510564683135577,0.9354068647074452,Red,"Adult Literacy, Remedial Education, and GED Teachers and Instructors",1.348951,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","Teach or instruct out-of-school youths and adults in basic education, literacy, or English as a Second Language classes, or in classes for earning a high school equivalency credential."
25-3021,0.5835907934851567,0.2882211538461539,0.2014502179895924,3,0.2935897435897435,0.5835907934851567,0.6008538480770103,Yellow,Self-Enrichment Education Teachers,0.526352,Self-Enrichment Teachers,"Teach or instruct individuals or groups for the primary purpose of self-enrichment or recreation, rather than for an occupational objective, educational attainment, competition, or fitness."
25-4011,0.5899867136819692,0.3144230769230769,0.2375562964158548,9,0.3196474358974359,0.5899867136819692,0.6325703380019039,Yellow,Archivists,0.6765602,Archivists,"Appraise, edit, and direct safekeeping of permanent records and historically valuable documents. Participate in research activities based on archival materials."
25-4012,0.5952200179483972,0.35375,0.2570527240493211,12,0.3716666666666667,0.5952200179483972,0.6585215751863183,Yellow,Curators,0.7366658,Curators,"Administer collections, such as artwork, collectibles, historic items, or scientific specimens of museums or other institutions. May conduct instructional, research, or public service activities of institution."
25-4013,0.5544732798032561,0.3820192307692308,0.211095437981619,8,0.3914743589743589,0.5544732798032561,0.4564640963427399,Yellow,Museum Technicians and Conservators,-0.0912107,Museum Technicians and Conservators,"Restore, maintain, or prepare objects in museum collections for storage, research, or exhibit. May work with specimens such as fossils, skeletal parts, or botanicals; or artifacts, textiles, or art. May identify and record objects or install and arrange them in exhibits. Includes book or document conservators."
25-4031,0.5579652519232978,0.2970192307692307,0.1833899456675466,0,0.3159935897435897,0.5579652519232978,0.4737803065447541,Yellow,Library Technicians,0.037965,Library Technicians,"Assist librarians by helping readers in the use of library catalogs, databases, and indexes to locate books and other materials; and by answering questions that require only brief consultation of standard reference. Compile records; sort and shelve books or other media; remove or repair damaged books or other media; register patrons; and check materials in and out of the circulation process. Replace materials in shelving area (stacks) or files. Includes bookmobile drivers who assist with providing services in mobile libraries."
25-9021,0.5936839077438872,0.4007211538461538,0.2348520271187366,13,0.4058653846153846,0.5936839077438872,0.6509042156312153,Yellow,Farm and Home Management Advisors,0.8604031,Farm and Home Management Educators,"Instruct and advise individuals and families engaged in agriculture, agricultural-related processes, or home management activities. Demonstrate procedures and apply research findings to advance agricultural and home management activities. May develop educational outreach programs. May instruct on either agricultural issues such as agricultural processes and techniques, pest management, and food safety, or on home management issues such as budgeting, nutrition, and child development."
25-9031,0.6444196222184861,0.327451923076923,0.3108363521844999,14,0.3127884615384615,0.6444196222184861,0.9024956563386616,Red,Instructional Coordinators,1.301855,Instructional Coordinators,"Develop instructional material, coordinate educational content, and incorporate current technology into instruction in order to provide guidelines to educators and instructors for developing curricula and conducting courses. May train and coach teachers. Includes educational consultants and specialists, and instructional material directors."
27-1011,0.6236949959460071,0.3267788461538461,0.2951031460331158,15,0.3273076923076923,0.6236949959460071,0.7997250806995447,Red,Art Directors,1.02251,Art Directors,"Formulate design concepts and presentation approaches for visual productions and media, such as print, broadcasting, video, and film. Direct workers engaged in artwork or layout design."
27-1012,0.5257845466127138,0.3550480769230769,0.2147869957088674,7,0.3696474358974359,0.5257845466127138,0.314200608182073,Green,Craft Artists,-0.9295284,Craft Artists,"Create or reproduce handmade objects for sale and exhibition using a variety of techniques, such as welding, weaving, pottery, and needlecraft."
27-1013,0.5330073357793196,0.3635576923076923,0.2179547005877496,6,0.3678525641025641,0.5330073357793196,0.3500174277769222,Yellow,"Fine Artists, Including Painters, Sculptors, and Illustrators",-0.5690498,"Fine Artists, Including Painters, Sculptors, and Illustrators",Create original artwork using any of a wide variety of media and techniques.
27-1014,0.6061231607154847,0.3335576923076923,0.2620990617590271,11,0.3368910256410257,0.6061231607154847,0.7125887628748622,Red,Multi-Media Artists and Animators,0.7058651,Special Effects Artists and Animators,"Create special effects or animations using film, video, computers, or other electronic tools and media for use in products, such as computer games, movies, music videos, and commercials."
27-1021,0.6126198264766983,0.3381730769230769,0.266258165383682,12,0.3529807692307692,0.6126198264766983,0.7448048362185579,Red,Commercial and Industrial Designers,0.867039,Commercial and Industrial Designers,"Design and develop manufactured products, such as cars, home appliances, and children's toys. Combine artistic talent with research on product use, marketing, and materials to create the most functional and appealing product design."
27-1022,0.5875485708476268,0.3509134615384615,0.2605946390347758,14,0.3340705128205128,0.5875485708476268,0.6204799225086944,Yellow,Fashion Designers,0.5801539,Fashion Designers,Design clothing and accessories. Create original designs or adapt fashion trends.
27-1023,0.5432643153003129,0.3620673076923077,0.2153774167719412,8,0.3195192307692308,0.5432643153003129,0.4008803806636006,Yellow,Floral Designers,-0.2718452,Floral Designers,"Design, cut, and arrange live, dried, or artificial flowers and foliage."
27-1024,0.6127681187905123,0.2926442307692307,0.2565721497070152,7,0.2952564102564102,0.6127681187905123,0.7455401974382561,Red,Graphic Designers,0.7156958,Graphic Designers,"Design or create graphics to meet specific commercial or promotional needs, such as packaging, displays, or logos. May use a variety of mediums to achieve artistic or decorative effects."
27-1025,0.6360693135932645,0.3197115384615384,0.2978623406573923,13,0.3029487179487179,0.6360693135932645,0.8610876225871481,Red,Interior Designers,1.12168,Interior Designers,"Plan, design, and furnish the internal space of rooms or buildings. Design interior environments or create physical layouts that are practical, aesthetic, and conducive to the intended purposes. May specialize in a particular field, style, or phase of interior design."
27-1026,0.5189983572322469,0.3887980769230769,0.2062078776859862,4,0.3774038461538461,0.5189983572322469,0.2805488269698455,Green,Merchandise Displayers and Window Trimmers,-1.001413,Merchandise Displayers and Window Trimmers,"Plan and erect commercial displays, such as those in windows and interiors of retail stores and at trade exhibitions."
27-1027,0.5821708246500904,0.3936538461538461,0.2360813987752152,15,0.3927564102564102,0.5821708246500904,0.5938124176236581,Yellow,Set and Exhibit Designers,-0.0519323,Set and Exhibit Designers,"Design special exhibits and sets for film, video, television, and theater productions. May study scripts, confer with directors, and conduct research to determine appropriate architectural styles."
27-2011,0.5668774369291152,0.2969711538461538,0.2375994820227225,7,0.3190705128205128,0.5668774369291152,0.5179746081069697,Yellow,Actors,0.1590935,Actors,"Play parts in stage, television, radio, video, or film productions, or other settings for entertainment, information, or instruction. Interpret serious or comic role by speech, gesture, and body movement to entertain or inform audience. May dance and sing."
27-2012,0.612417663596084,0.3544591346153846,0.2665698491751503,208,0.3476282051282051,0.612417663596084,0.7438023382559679,Red,Producers and Directors,0.9388108,Producers and Directors,"Produce or direct stage, television, radio, video, or film productions for entertainment, information, or instruction. Responsible for creative decisions, such as interpretation of script, choice of actors or guests, set design, sound, special effects, and choreography."
27-2021,0.4901581080532913,0.4750961538461538,0.1568727484319801,10,0.4567948717948718,0.4901581080532913,0.1375339918298396,Green,Athletes and Sports Competitors,-1.814336,Athletes and Sports Competitors,Compete in athletic events.
27-2022,0.5612195346148278,0.4049999999999999,0.2452564684042352,14,0.4048076923076923,0.5612195346148278,0.4899178475119013,Yellow,Coaches and Scouts,0.1168668,Coaches and Scouts,Instruct or coach groups or individuals in the fundamentals of sports for the primary purpose of competition. Demonstrate techniques and methods of participation. May evaluate athletes' strengths and weaknesses as possible recruits or to improve the athletes' technique to prepare them for competition. Those required to hold teaching certifications should be reported in the appropriate teaching category.
27-2023,0.554849459769909,0.3742788461538461,0.18353108978124,6,0.3760576923076923,0.554849459769909,0.4583295211377894,Yellow,"Umpires, Referees, and Other Sports Officials",-0.0325617,"Umpires, Referees, and Other Sports Officials","Officiate at competitive athletic or sporting events. Detect infractions of rules and decide penalties according to established regulations. Includes all sporting officials, referees, and competition judges."
